,job title,skills,min salary,max salary,avg salary,soft skills,business skills,technical skills
1262,Communications Specialist,Microsoft Powerpoint,68000,90000,79000.0,,,Microsoft Powerpoint
1263,Communications Specialist,,68000,90000,79000.0,,,
1264,Communications Specialist,,68000,90000,79000.0,,,
1265,Media Specialist,Digital marketing,65000,75000,70000.0,,,Digital marketing
1266,Media Specialist,Content development,65000,75000,70000.0,,,Content development
1267,Media Specialist,Microsoft Office,65000,75000,70000.0,,,Microsoft Office
1268,Media Specialist,Social media management,65000,75000,70000.0,,Social media management,
1269,Media Specialist,Office experience,65000,75000,70000.0,Office experience,,
1270,Media Specialist,,65000,75000,70000.0,,,
1271,Communications Specialist,Writing skills,55000,75000,65000.0,Writing skills,,
1272,Communications Specialist,Social media management,55000,75000,65000.0,,Social media management,
1273,Communications Specialist,Communication skills,55000,75000,65000.0,Communication skills,,
1274,Communications Specialist,DoD experience,55000,75000,65000.0,,,
1275,Communications Specialist,Interviewing,55000,75000,65000.0,Interviewing,,
1276,Communications Specialist,,55000,75000,65000.0,,,
1277,Media Specialist,Writing skills,39000,50000,44500.0,Writing skills,,
1278,Media Specialist,Social media management,39000,50000,44500.0,,Social media management,
1279,Media Specialist,Constant Contact,39000,50000,44500.0,,,
1280,Media Specialist,Adobe Creative Suite,39000,50000,44500.0,,,Adobe Creative Suite
1281,Media Specialist,HTML5,39000,50000,44500.0,,HTML5,
1282,Media Specialist,,39000,50000,44500.0,,,
1283,Communications Specialist,Social media management,96000,134000,115000.0,,Social media management,
1284,Communications Specialist,Driver's License,96000,134000,115000.0,,,
1285,Communications Specialist,Lead generation,96000,134000,115000.0,,Lead generation,
1286,Communications Specialist,Marketing,96000,134000,115000.0,,,Marketing
1287,Communications Specialist,Back-end development,96000,134000,115000.0,,,Back-end development
1288,Communications Specialist,,96000,134000,115000.0,,,
1289,Communications Specialist,,96000,134000,115000.0,,,
1290,Marketing Specialist,Project management,49000,68000,58500.0,,Project management,
1291,Marketing Specialist,Analysis skills,49000,68000,58500.0,,,Analysis skills
1292,Marketing Specialist,Social media marketing,49000,68000,58500.0,,,
1293,Marketing Specialist,Driver's License,49000,68000,58500.0,,,
1294,Marketing Specialist,Market research,49000,68000,58500.0,,Market research,
1295,Marketing Specialist,,49000,68000,58500.0,,,
1296,Communications Specialist,Social media management,54000,67000,60500.0,,Social media management,
1297,Communications Specialist,Direct sales,54000,67000,60500.0,,,Direct sales
1298,Communications Specialist,Driver's License,54000,67000,60500.0,,,
1299,Communications Specialist,Computer skills,54000,67000,60500.0,Computer skills,,
1300,Communications Specialist,Communication skills,54000,67000,60500.0,Communication skills,,
1301,Communications Specialist,,54000,67000,60500.0,,,
1302,Communications Specialist,,54000,67000,60500.0,,,
1303,Digital Marketing Specialist,Digital marketing,52000,73000,62500.0,,,Digital marketing
1304,Digital Marketing Specialist,Continuous improvement,52000,73000,62500.0,Continuous improvement,,
1305,Digital Marketing Specialist,Lean,52000,73000,62500.0,,,
1306,Digital Marketing Specialist,E-commerce,52000,73000,62500.0,,,E-commerce
1307,Digital Marketing Specialist,UX,52000,73000,62500.0,,,UX
1308,Digital Marketing Specialist,,52000,73000,62500.0,,,
1309,Digital Marketing Strategist,Social media management,60000,82000,71000.0,,Social media management,
1310,Digital Marketing Strategist,Google Ads,60000,82000,71000.0,,,Google Ads
1311,Digital Marketing Strategist,Facebook Advertising,60000,82000,71000.0,,Facebook Advertising,
1312,Digital Marketing Strategist,Google Tag Manager,60000,82000,71000.0,,Google Tag Manager,
1313,Media Specialist,Social media management,49000,65000,57000.0,,Social media management,
1314,Media Specialist,Google Ads,49000,65000,57000.0,,,Google Ads
1315,Media Specialist,Google Tag Manager,49000,65000,57000.0,,Google Tag Manager,
1316,PPC Specialist,Google Ads,59000,79000,69000.0,,,Google Ads
1317,PPC Specialist,Analysis skills,59000,79000,69000.0,,,Analysis skills
1318,PPC Specialist,Microsoft Excel,59000,79000,69000.0,,,Microsoft Excel
1319,PPC Specialist,Analytics,59000,79000,69000.0,,,Analytics
1320,PPC Specialist,Data analysis skills,59000,79000,69000.0,,,Data analysis skills
1321,PPC Specialist,,59000,79000,69000.0,,,
1322,Digital Marketing Specialist,Digital marketing,52000,74000,63000.0,,,Digital marketing
1323,Digital Marketing Specialist,Management,52000,74000,63000.0,,Management,
1324,Digital Marketing Specialist,,52000,74000,63000.0,,,
1325,Marketing Specialist,Social media management,67000,84000,75500.0,,Social media management,
1326,Marketing Specialist,Project management,67000,84000,75500.0,,Project management,
1327,Marketing Specialist,Hootsuite,67000,84000,75500.0,,,Hootsuite
1328,Marketing Specialist,Adobe After Effects,67000,84000,75500.0,,,Adobe After Effects
1329,Marketing Specialist,Microsoft Excel,67000,84000,75500.0,,,Microsoft Excel
1330,Marketing Specialist,,67000,84000,75500.0,,,
1331,Marketing Specialist,,67000,84000,75500.0,,,
1332,Marketing Specialist,Microsoft Excel,55000,77000,66000.0,,,Microsoft Excel
1333,Marketing Specialist,Microsoft Powerpoint,55000,77000,66000.0,,,Microsoft Powerpoint
1334,Marketing Specialist,Digital marketing,55000,77000,66000.0,,,Digital marketing
1335,Marketing Specialist,Adobe Photoshop,55000,77000,66000.0,,,Adobe Photoshop
1336,Marketing Specialist,Communication skills,55000,77000,66000.0,Communication skills,,
1337,Marketing Specialist,,55000,77000,66000.0,,,
1338,Marketing Specialist,Writing skills,63000,89000,76000.0,Writing skills,,
1339,Marketing Specialist,Technical writing,63000,89000,76000.0,Technical writing,,
1340,Marketing Specialist,Microsoft Excel,63000,89000,76000.0,,,Microsoft Excel
1341,Marketing Specialist,Assembly,63000,89000,76000.0,,,Assembly
1342,Marketing Specialist,Proposal writing,63000,89000,76000.0,,,
1343,Marketing Specialist,,63000,89000,76000.0,,,
1344,Digital Marketing Specialist,Social media management,36000,52000,44000.0,,Social media management,
1345,Digital Marketing Specialist,Communication skills,36000,52000,44000.0,Communication skills,,
1346,Digital Marketing Specialist,Digital marketing,36000,52000,44000.0,,,Digital marketing
1347,Digital Marketing Specialist,Banking,36000,52000,44000.0,,Banking,
1348,Digital Marketing Specialist,,36000,52000,44000.0,,,
1349,Marketing Specialist,Communication skills,50000,65000,57500.0,Communication skills,,
1350,Marketing Specialist,Marketing,50000,65000,57500.0,,,Marketing
1351,Marketing Specialist,Branding,50000,65000,57500.0,,,Branding
1352,Marketing Specialist,Salesforce,50000,65000,57500.0,,,Salesforce
1353,Marketing Specialist,Microsoft Office,50000,65000,57500.0,,,Microsoft Office
1354,Digital Marketing Specialist,Social media management,43000,61000,52000.0,,Social media management,
1355,Digital Marketing Specialist,Project management,43000,61000,52000.0,,Project management,
1356,Digital Marketing Specialist,Google Ads,43000,61000,52000.0,,,Google Ads
1357,Digital Marketing Specialist,Marketing automation,43000,61000,52000.0,,,Marketing automation
1358,Digital Marketing Specialist,Keyword research,43000,61000,52000.0,,,Keyword research
1359,Digital Marketing Specialist,,43000,61000,52000.0,,,
1360,Media Specialist,Horticulture,41000,53000,47000.0,,,
1361,Media Specialist,Adobe Premiere,41000,53000,47000.0,,,Adobe Premiere
1362,Media Specialist,Adobe Photoshop,41000,53000,47000.0,,,Adobe Photoshop
1363,Media Specialist,Cataloging,41000,53000,47000.0,,,Cataloging
1364,Media Specialist,Typing,41000,53000,47000.0,,,Typing
1365,Media Specialist,,41000,53000,47000.0,,,
1366,Media Specialist,,41000,53000,47000.0,,,
1367,Marketing Specialist,Writing skills,42000,53000,47500.0,Writing skills,,
1368,Marketing Specialist,Search engines,42000,53000,47500.0,,Search engines,
1369,Marketing Specialist,Google AdWords,42000,53000,47500.0,,,Google AdWords
1370,Marketing Specialist,Salesforce,42000,53000,47500.0,,,Salesforce
1371,Marketing Specialist,Content development,42000,53000,47500.0,,,Content development
1372,Marketing Specialist,,42000,53000,47500.0,,,
1373,Marketing Specialist,Customer service,47000,61000,54000.0,Customer service,,
1374,Marketing Specialist,Research,47000,61000,54000.0,Research,,
1375,Marketing Specialist,Microsoft Excel,47000,61000,54000.0,,,Microsoft Excel
1376,Marketing Specialist,Microsoft Powerpoint,47000,61000,54000.0,,,Microsoft Powerpoint
1377,Marketing Specialist,Microsoft Outlook,47000,61000,54000.0,,Microsoft Outlook,
1378,Marketing Specialist,,47000,61000,54000.0,,,
1379,Communications Specialist,Writing skills,41000,57000,49000.0,Writing skills,,
1380,Communications Specialist,Adobe Illustrator,41000,57000,49000.0,,,Adobe Illustrator
1381,Communications Specialist,Adobe Photoshop,41000,57000,49000.0,,,Adobe Photoshop
1382,Communications Specialist,Communication skills,41000,57000,49000.0,Communication skills,,
1383,Communications Specialist,Photography,41000,57000,49000.0,,,Photography
1384,Communications Specialist,,41000,57000,49000.0,,,
1385,Media Specialist,Google Ads,46000,61000,53500.0,,,Google Ads
1386,Media Specialist,Social media marketing,46000,61000,53500.0,,,
1387,Media Specialist,Adobe Premiere,46000,61000,53500.0,,,Adobe Premiere
1388,Media Specialist,Content development,46000,61000,53500.0,,,Content development
1389,Media Specialist,Adobe Photoshop,46000,61000,53500.0,,,Adobe Photoshop
1390,Media Specialist,,46000,61000,53500.0,,,
1391,Advertising Specialist,Google Ads,61000,75000,68000.0,,,Google Ads
1392,Advertising Specialist,Search engines,61000,75000,68000.0,,Search engines,
1393,Advertising Specialist,Lead generation,61000,75000,68000.0,,Lead generation,
1394,Advertising Specialist,Analytics,61000,75000,68000.0,,,Analytics
1395,Advertising Specialist,E-commerce,61000,75000,68000.0,,,E-commerce
1396,Marketing Specialist,CSS,65000,90000,77500.0,,,CSS
1397,Marketing Specialist,Adobe Dreamweaver,65000,90000,77500.0,,,
1398,Marketing Specialist,Adobe Illustrator,65000,90000,77500.0,,,Adobe Illustrator
1399,Marketing Specialist,SEO,65000,90000,77500.0,,,SEO
1400,Marketing Specialist,HubSpot,65000,90000,77500.0,,,HubSpot
1401,Marketing Specialist,,65000,90000,77500.0,,,
1402,Communications Specialist,Microsoft Excel,95000,115000,105000.0,,,Microsoft Excel
1403,Communications Specialist,Contracts,95000,115000,105000.0,,Contracts,
1404,Communications Specialist,Microsoft Powerpoint,95000,115000,105000.0,,,Microsoft Powerpoint
1405,Communications Specialist,Leadership,95000,115000,105000.0,Leadership,,
1406,Communications Specialist,Microsoft Office,95000,115000,105000.0,,,Microsoft Office
1407,Digital Marketing Specialist,Social media management,60000,80000,70000.0,,Social media management,
1408,Digital Marketing Specialist,Search engines,60000,80000,70000.0,,Search engines,
1409,Digital Marketing Specialist,SEO,60000,80000,70000.0,,,SEO
1410,Digital Marketing Specialist,Digital marketing,60000,80000,70000.0,,,Digital marketing
1411,Digital Marketing Specialist,Google Search Console,60000,80000,70000.0,,,Google Search Console
1412,Marketing Specialist,Microsoft Excel,60000,76000,68000.0,,,Microsoft Excel
1413,Marketing Specialist,Marketing automation,60000,76000,68000.0,,,Marketing automation
1414,Marketing Specialist,HubSpot,60000,76000,68000.0,,,HubSpot
1415,Marketing Specialist,Microsoft Powerpoint,60000,76000,68000.0,,,Microsoft Powerpoint
1416,Marketing Specialist,Digital marketing,60000,76000,68000.0,,,Digital marketing
1417,Marketing Specialist,,60000,76000,68000.0,,,
1418,Marketing Specialist,,60000,76000,68000.0,,,
1419,Digital Marketing Specialist,Writing skills,51000,74000,62500.0,Writing skills,,
1420,Digital Marketing Specialist,Graphic design,51000,74000,62500.0,,,Graphic design
1421,Digital Marketing Specialist,Social media marketing,51000,74000,62500.0,,,
1422,Digital Marketing Specialist,SharePoint,51000,74000,62500.0,,,
1423,Digital Marketing Specialist,Microsoft Powerpoint,51000,74000,62500.0,,,Microsoft Powerpoint
1424,Digital Marketing Specialist,,51000,74000,62500.0,,,
1425,Communications Specialist,Media planning,47000,68000,57500.0,,,
1426,Communications Specialist,Marketing,47000,68000,57500.0,,,Marketing
1427,Communications Specialist,Time management,47000,68000,57500.0,Time management,,
1428,Communications Specialist,Proofreading,47000,68000,57500.0,,Proofreading,
1429,Communications Specialist,,47000,68000,57500.0,,,
1430,Marketing Specialist,Microsoft Outlook,44000,58000,51000.0,,Microsoft Outlook,
1431,Marketing Specialist,Communication skills,44000,58000,51000.0,Communication skills,,
1432,Marketing Specialist,Marketing,44000,58000,51000.0,,,Marketing
1433,Marketing Specialist,Graphic design,44000,58000,51000.0,,,Graphic design
1434,Marketing Specialist,Microsoft Excel,44000,58000,51000.0,,,Microsoft Excel
1435,Marketing Specialist,,44000,58000,51000.0,,,
1436,Digital Marketing Specialist,Writing skills,45161,54387,49774.0,Writing skills,,
1437,Digital Marketing Specialist,Social media management,45161,54387,49774.0,,Social media management,
1438,Digital Marketing Specialist,Digital marketing,45161,54387,49774.0,,,Digital marketing
1439,Digital Marketing Specialist,Communication skills,45161,54387,49774.0,Communication skills,,
1440,Digital Marketing Specialist,Marketing,45161,54387,49774.0,,,Marketing
1441,Media Specialist,Writing skills,57000,79000,68000.0,Writing skills,,
1442,Media Specialist,Social listening,57000,79000,68000.0,Social listening,,
1443,Media Specialist,Social media management,57000,79000,68000.0,,Social media management,
1444,Media Specialist,Communication skills,57000,79000,68000.0,Communication skills,,
1445,Media Specialist,Marketing,57000,79000,68000.0,,,Marketing
1446,Media Specialist,,57000,79000,68000.0,,,
1447,Media Specialist,Google Ads,40000,50000,45000.0,,,Google Ads
1448,Media Specialist,Analysis skills,40000,50000,45000.0,,,Analysis skills
1449,Media Specialist,Facebook Advertising,40000,50000,45000.0,,Facebook Advertising,
1450,Media Specialist,Google Analytics,40000,50000,45000.0,,,Google Analytics
1451,Media Specialist,Performance marketing,40000,50000,45000.0,,,Performance marketing
1452,Media Specialist,,40000,50000,45000.0,,,
1453,Communications Specialist,Microsoft Excel,58000,62000,60000.0,,,Microsoft Excel
1454,Communications Specialist,Adobe Premiere,58000,62000,60000.0,,,Adobe Premiere
1455,Communications Specialist,Microsoft Powerpoint,58000,62000,60000.0,,,Microsoft Powerpoint
1456,Communications Specialist,Constant Contact,58000,62000,60000.0,,,
1457,Communications Specialist,WordPress,58000,62000,60000.0,,,WordPress
1458,Communications Specialist,,58000,62000,60000.0,,,
1459,Communications Specialist,,58000,62000,60000.0,,,
1460,Media Specialist,Social media management,34000,44000,39000.0,,Social media management,
1461,Media Specialist,Microsoft Project,34000,44000,39000.0,,,Microsoft Project
1462,Media Specialist,Adobe Photoshop,34000,44000,39000.0,,,Adobe Photoshop
1463,Media Specialist,Marketing,34000,44000,39000.0,,,Marketing
1464,Media Specialist,HTML5,34000,44000,39000.0,,HTML5,
1465,Media Specialist,,34000,44000,39000.0,,,
1466,Media Specialist,Writing skills,60000,100000,80000.0,Writing skills,,
1467,Media Specialist,Social media management,60000,100000,80000.0,,Social media management,
1468,Media Specialist,Project management,60000,100000,80000.0,,Project management,
1469,Media Specialist,Growing experience,60000,100000,80000.0,,Growing experience,
1470,Media Specialist,Content creation,60000,100000,80000.0,,,Content creation
1471,Media Specialist,Writing skills,70000,110000,90000.0,Writing skills,,
1472,Media Specialist,Project management,70000,110000,90000.0,,Project management,
1473,Media Specialist,Analysis skills,70000,110000,90000.0,,,Analysis skills
1474,Media Specialist,Media planning,70000,110000,90000.0,,,
1475,Media Specialist,Communication skills,70000,110000,90000.0,Communication skills,,
1476,Digital Marketing Specialist,Writing skills,50000,60000,55000.0,Writing skills,,
1477,Digital Marketing Specialist,Social media management,50000,60000,55000.0,,Social media management,
1478,Digital Marketing Specialist,Microsoft Excel,50000,60000,55000.0,,,Microsoft Excel
1479,Digital Marketing Specialist,Google AdWords,50000,60000,55000.0,,,Google AdWords
1480,Digital Marketing Specialist,Social media marketing,50000,60000,55000.0,,,
1481,Digital Marketing Specialist,,50000,60000,55000.0,,,
1482,Media Specialist,Pivot tables,59000,82000,70500.0,,,Pivot tables
1483,Media Specialist,Microsoft Excel,59000,82000,70500.0,,,Microsoft Excel
1484,Media Specialist,Negotiation,59000,82000,70500.0,Negotiation,,
1485,Media Specialist,Website maintenance,45000,60000,52500.0,,Website maintenance,
1486,Media Specialist,Marketing,45000,60000,52500.0,,,Marketing
1487,Media Specialist,Maintenance,45000,60000,52500.0,,,
1488,Media Specialist,,45000,60000,52500.0,,,
1489,Digital Marketing Specialist,CSS,47000,58000,52500.0,,,CSS
1490,Digital Marketing Specialist,Adobe Illustrator,47000,58000,52500.0,,,Adobe Illustrator
1491,Digital Marketing Specialist,Digital marketing,47000,58000,52500.0,,,Digital marketing
1492,Digital Marketing Specialist,Google Analytics,47000,58000,52500.0,,,Google Analytics
1493,Digital Marketing Specialist,CRM software,47000,58000,52500.0,,,CRM software
1494,Digital Marketing Specialist,,47000,58000,52500.0,,,
1495,Digital Marketing Specialist,,47000,58000,52500.0,,,
1496,Marketing Specialist,Adobe Photoshop,44000,61000,52500.0,,,Adobe Photoshop
1497,Marketing Specialist,Communication skills,44000,61000,52500.0,Communication skills,,
1498,Marketing Specialist,Editing,44000,61000,52500.0,,,Editing
1499,Marketing Specialist,Data analysis skills,44000,61000,52500.0,,,Data analysis skills
1500,Marketing Specialist,Writing skills,44000,61000,52500.0,Writing skills,,
1501,Marketing Specialist,,44000,61000,52500.0,,,
1502,Digital Marketing Specialist,Social listening,50000,60000,55000.0,Social listening,,
1503,Digital Marketing Specialist,Google Ads,50000,60000,55000.0,,,Google Ads
1504,Digital Marketing Specialist,Microsoft Excel,50000,60000,55000.0,,,Microsoft Excel
1505,Digital Marketing Specialist,Social media marketing,50000,60000,55000.0,,,
1506,Digital Marketing Specialist,Digital marketing,50000,60000,55000.0,,,Digital marketing
1507,Digital Marketing Specialist,,50000,60000,55000.0,,,
1508,Media Specialist,Social media management,40000,55000,47500.0,,Social media management,
1509,Media Specialist,Conflict management,40000,55000,47500.0,Conflict management,,
1510,Media Specialist,Content development,40000,55000,47500.0,,,Content development
1511,Media Specialist,Communication skills,40000,55000,47500.0,Communication skills,,
1512,Media Specialist,Editing,40000,55000,47500.0,,,Editing
1513,Marketing Specialist,Social media management,42000,56000,49000.0,,Social media management,
1514,Marketing Specialist,Google Ads,42000,56000,49000.0,,,Google Ads
1515,Marketing Specialist,Hootsuite,42000,56000,49000.0,,,Hootsuite
1516,Marketing Specialist,Marketing,42000,56000,49000.0,,,Marketing
1517,Marketing Specialist,Filming,42000,56000,49000.0,,,Filming
1518,Marketing Specialist,,42000,56000,49000.0,,,
1519,Marketing Specialist,Adobe Photoshop,35000,46000,40500.0,,,Adobe Photoshop
1520,Marketing Specialist,Communication skills,35000,46000,40500.0,Communication skills,,
1521,Marketing Specialist,Adobe Illustrator,35000,46000,40500.0,,,Adobe Illustrator
1522,Marketing Specialist,Microsoft Office,35000,46000,40500.0,,,Microsoft Office
1523,Marketing Specialist,Adobe InDesign,35000,46000,40500.0,,,Adobe InDesign
1524,Communications Specialist,Microsoft Project,64238,68827,66532.5,,,Microsoft Project
1525,Communications Specialist,Constant Contact,64238,68827,66532.5,,,
1526,Communications Specialist,Content development,64238,68827,66532.5,,,Content development
1527,Communications Specialist,Adobe Photoshop,64238,68827,66532.5,,,Adobe Photoshop
1528,Communications Specialist,WordPress,64238,68827,66532.5,,,WordPress
1529,Communications Specialist,,64238,68827,66532.5,,,
1530,Media Specialist,Social media management,47000,64000,55500.0,,Social media management,
1531,Media Specialist,Adobe Photoshop,47000,64000,55500.0,,,Adobe Photoshop
1532,Media Specialist,Communication skills,47000,64000,55500.0,Communication skills,,
1533,Media Specialist,Canva,47000,64000,55500.0,,,Canva
1534,Media Specialist,Adobe InDesign,47000,64000,55500.0,,,Adobe InDesign
1535,Media Specialist,,47000,64000,55500.0,,,
1536,Communications Specialist,Writing skills,38000,55000,46500.0,Writing skills,,
1537,Communications Specialist,Microsoft Excel,38000,55000,46500.0,,,Microsoft Excel
1538,Communications Specialist,Marketing,38000,55000,46500.0,,,Marketing
1539,Communications Specialist,Email marketing,38000,55000,46500.0,,,Email marketing
1540,Communications Specialist,Databases,38000,55000,46500.0,,,Databases
1541,Communications Specialist,,38000,55000,46500.0,,,
1542,Media Specialist,Social media management,45000,63000,54000.0,,Social media management,
1543,Media Specialist,Adobe Photoshop,45000,63000,54000.0,,,Adobe Photoshop
1544,Media Specialist,Communication skills,45000,63000,54000.0,Communication skills,,
1545,Media Specialist,Canva,45000,63000,54000.0,,,Canva
1546,Media Specialist,Adobe InDesign,45000,63000,54000.0,,,Adobe InDesign
1547,Media Specialist,,45000,63000,54000.0,,,
1548,Advertising Specialist,Multichannel marketing,85000,95000,90000.0,,Multichannel marketing,
1549,Advertising Specialist,Marketing,85000,95000,90000.0,,,Marketing
1550,Advertising Specialist,,85000,95000,90000.0,,,
1551,Communications Specialist,Google Ads,69000,91000,80000.0,,,Google Ads
1552,Communications Specialist,Hootsuite,69000,91000,80000.0,,,Hootsuite
1553,Communications Specialist,Google AdWords,69000,91000,80000.0,,,Google AdWords
1554,Communications Specialist,HubSpot,69000,91000,80000.0,,,HubSpot
1555,Communications Specialist,B2B marketing,69000,91000,80000.0,,B2B marketing,
1556,Media Specialist,Adobe Photoshop,39000,56000,47500.0,,,Adobe Photoshop
1557,Media Specialist,WordPress,39000,56000,47500.0,,,WordPress
1558,Media Specialist,Adobe Creative Suite,39000,56000,47500.0,,,Adobe Creative Suite
1559,Media Specialist,Microsoft Office,39000,56000,47500.0,,,Microsoft Office
1560,Media Specialist,Social media management,39000,56000,47500.0,,Social media management,
1561,Media Specialist,,39000,56000,47500.0,,,
1562,Digital Marketing Specialist,Writing skills,45000,65000,55000.0,Writing skills,,
1563,Digital Marketing Specialist,Social media management,45000,65000,55000.0,,Social media management,
1564,Digital Marketing Specialist,Graphic design,45000,65000,55000.0,,,Graphic design
1565,Digital Marketing Specialist,Digital marketing,45000,65000,55000.0,,,Digital marketing
1566,Digital Marketing Specialist,Video editing,45000,65000,55000.0,,Video editing,
1567,Media Specialist,Social media marketing,38000,52000,45000.0,,,
1568,Media Specialist,Adobe Photoshop,38000,52000,45000.0,,,Adobe Photoshop
1569,Media Specialist,WordPress,38000,52000,45000.0,,,WordPress
1570,Media Specialist,Communication skills,38000,52000,45000.0,Communication skills,,
1571,Media Specialist,Adobe Creative Suite,38000,52000,45000.0,,,Adobe Creative Suite
1572,Media Specialist,,38000,52000,45000.0,,,
1573,Digital Marketing Specialist,Google Ads,45000,50000,47500.0,,,Google Ads
1574,Digital Marketing Specialist,Microsoft Excel,45000,50000,47500.0,,,Microsoft Excel
1575,Digital Marketing Specialist,Google Docs,45000,50000,47500.0,,,Google Docs
1576,Digital Marketing Specialist,Facebook Advertising,45000,50000,47500.0,,Facebook Advertising,
1577,Marketing Specialist,Microsoft Excel,45000,55000,50000.0,,,Microsoft Excel
1578,Marketing Specialist,WordPress,45000,55000,50000.0,,,WordPress
1579,Marketing Specialist,Adobe Creative Suite,45000,55000,50000.0,,,Adobe Creative Suite
1580,Marketing Specialist,Microsoft Office,45000,55000,50000.0,,,Microsoft Office
1581,Marketing Specialist,Content management systems,45000,55000,50000.0,,Content management systems,Content management systems
1582,Marketing Specialist,,45000,55000,50000.0,,,
1583,Media Specialist,Social media management,39000,54000,46500.0,,Social media management,
1584,Media Specialist,Analysis skills,39000,54000,46500.0,,,Analysis skills
1585,Media Specialist,Communication skills,39000,54000,46500.0,Communication skills,,
1586,Media Specialist,SEO,39000,54000,46500.0,,,SEO
1587,Media Specialist,Keyword research,39000,54000,46500.0,,,Keyword research
1588,Digital Marketing Specialist,Social media management,60000,80000,70000.0,,Social media management,
1589,Digital Marketing Specialist,Search engines,60000,80000,70000.0,,Search engines,
1590,Digital Marketing Specialist,SEO,60000,80000,70000.0,,,SEO
1591,Digital Marketing Specialist,Digital marketing,60000,80000,70000.0,,,Digital marketing
1592,Digital Marketing Specialist,Google Search Console,60000,80000,70000.0,,,Google Search Console
1593,Communications Specialist,Project management,41000,55000,48000.0,,Project management,
1594,Communications Specialist,Microsoft Excel,41000,55000,48000.0,,,Microsoft Excel
1595,Communications Specialist,Baking,41000,55000,48000.0,,,
1596,Communications Specialist,Communication skills,41000,55000,48000.0,Communication skills,,
1597,Communications Specialist,Public relations,41000,55000,48000.0,,Public relations,
1598,Communications Specialist,,41000,55000,48000.0,,,
1599,Marketing Specialist,Google Ads,50000,60000,55000.0,,,Google Ads
1600,Marketing Specialist,Microsoft Excel,50000,60000,55000.0,,,Microsoft Excel
1601,Marketing Specialist,Facebook Advertising,50000,60000,55000.0,,Facebook Advertising,
1602,Marketing Specialist,Google Search Console,50000,60000,55000.0,,,Google Search Console
1603,Marketing Specialist,WordPress,50000,60000,55000.0,,,WordPress
1604,Marketing Specialist,,50000,60000,55000.0,,,
1605,Marketing Specialist,,50000,60000,55000.0,,,
1606,Media Specialist,Social media management,38000,50000,44000.0,,Social media management,
1607,Media Specialist,Customer service,38000,50000,44000.0,Customer service,,
1608,Media Specialist,Social media marketing,38000,50000,44000.0,,,
1609,Media Specialist,Press releases,38000,50000,44000.0,,,
1610,Media Specialist,Communication skills,38000,50000,44000.0,Communication skills,,
1611,Media Specialist,,38000,50000,44000.0,,,
1612,Media Specialist,,38000,50000,44000.0,,,
1613,Media Specialist,,38000,50000,44000.0,,,
1614,Media Specialist,Social media management,38000,50000,44000.0,,Social media management,
1615,Media Specialist,Customer service,38000,50000,44000.0,Customer service,,
1616,Media Specialist,Social media marketing,38000,50000,44000.0,,,
1617,Media Specialist,Press releases,38000,50000,44000.0,,,
1618,Media Specialist,Communication skills,38000,50000,44000.0,Communication skills,,
1619,Media Specialist,,38000,50000,44000.0,,,
1620,Media Specialist,,38000,50000,44000.0,,,
1621,Media Specialist,,38000,50000,44000.0,,,
1622,Marketing Specialist,Social media management,35199,90541,62870.0,,Social media management,
1623,Marketing Specialist,Computer skills,35199,90541,62870.0,Computer skills,,
1624,Marketing Specialist,Digital marketing,35199,90541,62870.0,,,Digital marketing
1625,Marketing Specialist,Communication skills,35199,90541,62870.0,Communication skills,,
1626,Marketing Specialist,Marketing,35199,90541,62870.0,,,Marketing
1627,Marketing Specialist,,35199,90541,62870.0,,,
1628,Communications Specialist,Writing skills,68000,99000,83500.0,Writing skills,,
1629,Communications Specialist,Economic development,68000,99000,83500.0,,,
1630,Communications Specialist,Project management,68000,99000,83500.0,,Project management,
1631,Communications Specialist,Microsoft Excel,68000,99000,83500.0,,,Microsoft Excel
1632,Communications Specialist,Microsoft Powerpoint,68000,99000,83500.0,,,Microsoft Powerpoint
1633,Communications Specialist,,68000,99000,83500.0,,,
1634,Marketing Specialist,Computer skills,75000,85000,80000.0,Computer skills,,
1635,Marketing Specialist,Oil & gas,75000,85000,80000.0,,,
1636,Marketing Specialist,Marketing,75000,85000,80000.0,,,Marketing
1637,Marketing Specialist,Time management,75000,85000,80000.0,Time management,,
1638,Marketing Specialist,Microsoft Office,75000,85000,80000.0,,,Microsoft Office
1639,Marketing Specialist,,75000,85000,80000.0,,,
1640,Digital Marketing Specialist,Project management,45000,60000,52500.0,,Project management,
1641,Digital Marketing Specialist,Google Ads,45000,60000,52500.0,,,Google Ads
1642,Digital Marketing Specialist,Marketing automation,45000,60000,52500.0,,,Marketing automation
1643,Digital Marketing Specialist,SEO,45000,60000,52500.0,,,SEO
1644,Digital Marketing Specialist,HubSpot,45000,60000,52500.0,,,HubSpot
1645,Communications Specialist,Social media marketing,57000,86000,71500.0,,,
1646,Communications Specialist,Adobe Photoshop,57000,86000,71500.0,,,Adobe Photoshop
1647,Communications Specialist,WordPress,57000,86000,71500.0,,,WordPress
1648,Communications Specialist,Communication skills,57000,86000,71500.0,Communication skills,,
1649,Communications Specialist,Editing,57000,86000,71500.0,,,Editing
1650,Communications Specialist,,57000,86000,71500.0,,,
1651,Communications Specialist,Writing skills,41000,55000,48000.0,Writing skills,,
1652,Communications Specialist,Social media management,41000,55000,48000.0,,Social media management,
1653,Communications Specialist,Hootsuite,41000,55000,48000.0,,,Hootsuite
