,job title,skills,min salary,max salary,avg salary,soft skills,business skills,technical skills
872,Digital Marketing Specialist,Google Analytics,88000,120000,104000.0,,,Google Analytics
873,Digital Marketing Specialist,,88000,120000,104000.0,,,
874,Digital Marketing Specialist,Communication skills,45000,60000,52500.0,Communication skills,,
875,Digital Marketing Specialist,Marketing,45000,60000,52500.0,,,Marketing
876,Digital Marketing Specialist,Graphic design,45000,60000,52500.0,,,Graphic design
877,Digital Marketing Specialist,Social media marketing,45000,60000,52500.0,,,
878,Digital Marketing Specialist,SEO,45000,60000,52500.0,,,SEO
879,Digital Marketing Specialist,,45000,60000,52500.0,,,
880,Marketing Specialist,Project management,64000,85000,74500.0,,Project management,
881,Marketing Specialist,Analysis skills,64000,85000,74500.0,,,Analysis skills
882,Marketing Specialist,Research,64000,85000,74500.0,Research,,
883,Marketing Specialist,Microsoft Excel,64000,85000,74500.0,,,Microsoft Excel
884,Marketing Specialist,Microsoft Powerpoint,64000,85000,74500.0,,,Microsoft Powerpoint
885,Marketing Specialist,,64000,85000,74500.0,,,
886,Marketing Specialist,,64000,85000,74500.0,,,
887,Communications Specialist,Adobe Photoshop,62000,66000,64000.0,,,Adobe Photoshop
888,Communications Specialist,Communication skills,62000,66000,64000.0,Communication skills,,
889,Communications Specialist,Editing,62000,66000,64000.0,,,Editing
890,Communications Specialist,Microsoft Office,62000,66000,64000.0,,,Microsoft Office
891,Communications Specialist,Proofreading,62000,66000,64000.0,,Proofreading,
892,Communications Specialist,,62000,66000,64000.0,,,
893,Marketing Specialist,Social media management,55001,70000,62500.5,,Social media management,
894,Marketing Specialist,Microsoft Excel,55001,70000,62500.5,,,Microsoft Excel
895,Marketing Specialist,Microsoft Powerpoint,55001,70000,62500.5,,,Microsoft Powerpoint
896,Marketing Specialist,Microsoft Outlook,55001,70000,62500.5,,Microsoft Outlook,
897,Marketing Specialist,Marketing,55001,70000,62500.5,,,Marketing
898,Marketing Specialist,,55001,70000,62500.5,,,
899,Content Specialist,Project planning,50000,60000,55000.0,,Project planning,
900,Content Specialist,Final Cut Pro,50000,60000,55000.0,,,Final Cut Pro
901,Content Specialist,Adobe After Effects,50000,60000,55000.0,,,Adobe After Effects
902,Content Specialist,Adobe Premiere,50000,60000,55000.0,,,Adobe Premiere
903,Content Specialist,Video editing,50000,60000,55000.0,,Video editing,
904,Content Specialist,,50000,60000,55000.0,,,
905,Media Specialist,Google AdWords,52000,58000,55000.0,,,Google AdWords
906,Media Specialist,Social media marketing,52000,58000,55000.0,,,
907,Media Specialist,Sourcing,52000,58000,55000.0,,,Sourcing
908,Media Specialist,Digital marketing,52000,58000,55000.0,,,Digital marketing
909,Media Specialist,HR sourcing,52000,58000,55000.0,,HR sourcing,
910,Media Specialist,,52000,58000,55000.0,,,
911,Digital Marketing Strategist,Google Ads,40000,45000,42500.0,,,Google Ads
912,Digital Marketing Strategist,CSS,40000,45000,42500.0,,,CSS
913,Digital Marketing Strategist,Google AdWords,40000,45000,42500.0,,,Google AdWords
914,Digital Marketing Strategist,Digital marketing,40000,45000,42500.0,,,Digital marketing
915,Digital Marketing Strategist,Google Search Console,40000,45000,42500.0,,,Google Search Console
916,Marketing Specialist,Google AdWords Certification,65000,75000,70000.0,,Google AdWords Certification,Google AdWords Certification
917,Marketing Specialist,Communication skills,65000,75000,70000.0,Communication skills,,
918,Marketing Specialist,Marketing,65000,75000,70000.0,,,Marketing
919,Marketing Specialist,HubSpot,65000,75000,70000.0,,,HubSpot
920,Marketing Specialist,Google Analytics,65000,75000,70000.0,,,Google Analytics
921,Marketing Specialist,,65000,75000,70000.0,,,
922,Media Specialist,Google Ads,72000,75000,73500.0,,,Google Ads
923,Media Specialist,Facebook Advertising,72000,75000,73500.0,,Facebook Advertising,
924,Media Specialist,Keyword research,72000,75000,73500.0,,,Keyword research
925,Media Specialist,Restoration,72000,75000,73500.0,,Restoration,
926,Media Specialist,Communication skills,72000,75000,73500.0,Communication skills,,
927,Media Specialist,,72000,75000,73500.0,,,
928,Marketing Specialist,Google Ads,44000,46000,45000.0,,,Google Ads
929,Marketing Specialist,Social media marketing,44000,46000,45000.0,,,
930,Marketing Specialist,Customer relationship management,44000,46000,45000.0,,Customer relationship management,
931,Marketing Specialist,Digital marketing,44000,46000,45000.0,,,Digital marketing
932,Marketing Specialist,WordPress,44000,46000,45000.0,,,WordPress
933,Marketing Specialist,,44000,46000,45000.0,,,
934,Digital Marketing Specialist,CSS,45000,59000,52000.0,,,CSS
935,Digital Marketing Specialist,Digital marketing,45000,59000,52000.0,,,Digital marketing
936,Digital Marketing Specialist,WordPress,45000,59000,52000.0,,,WordPress
937,Digital Marketing Specialist,Communication skills,45000,59000,52000.0,Communication skills,,
938,Digital Marketing Specialist,Editing,45000,59000,52000.0,,,Editing
939,Digital Marketing Specialist,,45000,59000,52000.0,,,
940,Communications Specialist,CSS,66000,85000,75500.0,,,CSS
941,Communications Specialist,Microsoft Excel,66000,85000,75500.0,,,Microsoft Excel
942,Communications Specialist,Microsoft Powerpoint,66000,85000,75500.0,,,Microsoft Powerpoint
943,Communications Specialist,AP style,66000,85000,75500.0,,AP style,
944,Communications Specialist,Adobe Photoshop,66000,85000,75500.0,,,Adobe Photoshop
945,Communications Specialist,,66000,85000,75500.0,,,
946,Communications Specialist,CSS,73366,110048,91707.0,,,CSS
947,Communications Specialist,Adobe Premiere,73366,110048,91707.0,,,Adobe Premiere
948,Communications Specialist,Facebook Advertising,73366,110048,91707.0,,Facebook Advertising,
949,Communications Specialist,Adobe Photoshop,73366,110048,91707.0,,,Adobe Photoshop
950,Communications Specialist,Editing,73366,110048,91707.0,,,Editing
951,PPC Specialist,Google Ads,70000,110000,90000.0,,,Google Ads
952,PPC Specialist,Bing Ads,70000,110000,90000.0,,Bing Ads,
953,PPC Specialist,Google AdWords,70000,110000,90000.0,,,Google AdWords
954,PPC Specialist,PPC Campaign Management,70000,110000,90000.0,,PPC Campaign Management,PPC Campaign Management
955,PPC Specialist,Google AdWords Certification,70000,110000,90000.0,,Google AdWords Certification,Google AdWords Certification
956,Marketing Specialist,Sage,43000,63000,53000.0,,Sage,
957,Marketing Specialist,Website maintenance,43000,63000,53000.0,,Website maintenance,
958,Marketing Specialist,Business development,43000,63000,53000.0,,,Business development
959,Marketing Specialist,Digital marketing,43000,63000,53000.0,,,Digital marketing
960,Marketing Specialist,Presentation skills,43000,63000,53000.0,Presentation skills,,
961,Marketing Specialist,,43000,63000,53000.0,,,
962,Communications Specialist,,80000,125000,102500.0,,,
963,Communications Specialist,,80000,125000,102500.0,,,
964,Digital Marketing Specialist,Database management,63000,83000,73000.0,,,Database management
965,Digital Marketing Specialist,Marketing automation,63000,83000,73000.0,,,Marketing automation
966,Digital Marketing Specialist,Digital marketing,63000,83000,73000.0,,,Digital marketing
967,Digital Marketing Specialist,A/B testing,63000,83000,73000.0,,A/B testing,
968,Digital Marketing Specialist,Communication skills,63000,83000,73000.0,Communication skills,,
969,Digital Marketing Specialist,,63000,83000,73000.0,,,
970,Marketing Specialist,CSS,30000,70000,50000.0,,,CSS
971,Marketing Specialist,Google AdWords,30000,70000,50000.0,,,Google AdWords
972,Marketing Specialist,Digital marketing,30000,70000,50000.0,,,Digital marketing
973,Marketing Specialist,Communication skills,30000,70000,50000.0,Communication skills,,
974,Marketing Specialist,Adobe Creative Suite,30000,70000,50000.0,,,Adobe Creative Suite
975,Marketing Specialist,,30000,70000,50000.0,,,
976,Marketing Specialist,,30000,70000,50000.0,,,
977,Communications Specialist,Digital marketing,40000,45000,42500.0,,,Digital marketing
978,Communications Specialist,CSS,85720,128590,107155.0,,,CSS
979,Communications Specialist,Adobe Premiere,85720,128590,107155.0,,,Adobe Premiere
980,Communications Specialist,Facebook Advertising,85720,128590,107155.0,,Facebook Advertising,
981,Communications Specialist,Adobe Photoshop,85720,128590,107155.0,,,Adobe Photoshop
982,Communications Specialist,Adobe Creative Suite,85720,128590,107155.0,,,Adobe Creative Suite
983,Communications Specialist,Writing skills,82000,120000,101000.0,Writing skills,,
984,Communications Specialist,Marketing,82000,120000,101000.0,,,Marketing
985,Communications Specialist,Editing,82000,120000,101000.0,,,Editing
986,Media Specialist,AP style,60000,70000,65000.0,,AP style,
987,Media Specialist,Adobe Photoshop,60000,70000,65000.0,,,Adobe Photoshop
988,Media Specialist,Communication skills,60000,70000,65000.0,Communication skills,,
989,Media Specialist,Microsoft Office,60000,70000,65000.0,,,Microsoft Office
990,Media Specialist,Video editing,60000,70000,65000.0,,Video editing,
991,Communications Specialist,HR sourcing,67000,94000,80500.0,,HR sourcing,
992,Communications Specialist,Communication skills,67000,94000,80500.0,Communication skills,,
993,Communications Specialist,Editing,67000,94000,80500.0,,,Editing
994,Communications Specialist,Microsoft Office,67000,94000,80500.0,,,Microsoft Office
995,Communications Specialist,Writing skills,67000,94000,80500.0,Writing skills,,
996,Communications Specialist,,67000,94000,80500.0,,,
997,Communications Specialist,Writing skills,120000,140000,130000.0,Writing skills,,
998,Communications Specialist,Marketing,120000,140000,130000.0,,,Marketing
999,Communications Specialist,Editing,120000,140000,130000.0,,,Editing
1000,Communications Specialist,Writing skills,55000,65000,60000.0,Writing skills,,
1001,Communications Specialist,Customer service,55000,65000,60000.0,Customer service,,
1002,Communications Specialist,Windows,55000,65000,60000.0,,,Windows
1003,Communications Specialist,Computer skills,55000,65000,60000.0,Computer skills,,
1004,Communications Specialist,Communication skills,55000,65000,60000.0,Communication skills,,
1005,Communications Specialist,,55000,65000,60000.0,,,
1006,Digital Marketing Specialist,Project management,48520,58433,53476.5,,Project management,
1007,Digital Marketing Specialist,Microsoft Excel,48520,58433,53476.5,,,Microsoft Excel
1008,Digital Marketing Specialist,Microsoft Powerpoint,48520,58433,53476.5,,,Microsoft Powerpoint
1009,Digital Marketing Specialist,Google Analytics,48520,58433,53476.5,,,Google Analytics
1010,Digital Marketing Specialist,Marketing,48520,58433,53476.5,,,Marketing
1011,Digital Marketing Specialist,,48520,58433,53476.5,,,
1012,Communications Specialist,Writing skills,42000,45000,43500.0,Writing skills,,
1013,Communications Specialist,Social media management,42000,45000,43500.0,,Social media management,
1014,Communications Specialist,Customer service,42000,45000,43500.0,Customer service,,
1015,Communications Specialist,Microsoft Excel,42000,45000,43500.0,,,Microsoft Excel
1016,Communications Specialist,Social media marketing,42000,45000,43500.0,,,
1017,Communications Specialist,,42000,45000,43500.0,,,
1018,Digital Marketing Specialist,Word processing,45000,64000,54500.0,,,Word processing
1019,Digital Marketing Specialist,,45000,64000,54500.0,,,
1020,Digital Marketing Specialist,Google Ads,81000,110000,95500.0,,,Google Ads
1021,Digital Marketing Specialist,Social media marketing,81000,110000,95500.0,,,
1022,Digital Marketing Specialist,Facebook Advertising,81000,110000,95500.0,,Facebook Advertising,
1023,Digital Marketing Specialist,Google Analytics,81000,110000,95500.0,,,Google Analytics
1024,Digital Marketing Specialist,Customer retention,81000,110000,95500.0,,Customer retention,
1025,Marketing Specialist,Social media management,36000,60000,48000.0,,Social media management,
1026,Marketing Specialist,Multichannel marketing,36000,60000,48000.0,,Multichannel marketing,
1027,Marketing Specialist,E-commerce,36000,60000,48000.0,,,E-commerce
1028,Marketing Specialist,SEO,36000,60000,48000.0,,,SEO
1029,Marketing Specialist,Keyword research,36000,60000,48000.0,,,Keyword research
1030,Marketing Specialist,,36000,60000,48000.0,,,
1031,Marketing Specialist,Social media management,40000,60000,50000.0,,Social media management,
1032,Marketing Specialist,Multichannel marketing,40000,60000,50000.0,,Multichannel marketing,
1033,Marketing Specialist,E-commerce,40000,60000,50000.0,,,E-commerce
1034,Marketing Specialist,SEO,40000,60000,50000.0,,,SEO
1035,Marketing Specialist,Keyword research,40000,60000,50000.0,,,Keyword research
1036,Marketing Specialist,,40000,60000,50000.0,,,
1037,Digital Marketing Specialist,Social media management,60000,80000,70000.0,,Social media management,
1038,Digital Marketing Specialist,Multichannel marketing,60000,80000,70000.0,,Multichannel marketing,
1039,Digital Marketing Specialist,E-commerce,60000,80000,70000.0,,,E-commerce
1040,Digital Marketing Specialist,SEO,60000,80000,70000.0,,,SEO
1041,Digital Marketing Specialist,Keyword research,60000,80000,70000.0,,,Keyword research
1042,Digital Marketing Specialist,,60000,80000,70000.0,,,
1043,Advertising Specialist,SQL,50000,66000,58000.0,,,SQL
1044,Advertising Specialist,Microsoft Excel,50000,66000,58000.0,,,Microsoft Excel
1045,Advertising Specialist,Performance marketing,50000,66000,58000.0,,,Performance marketing
1046,Marketing Specialist,Adobe Photoshop,40000,54000,47000.0,,,Adobe Photoshop
1047,Marketing Specialist,WordPress,40000,54000,47000.0,,,WordPress
1048,Marketing Specialist,Communication skills,40000,54000,47000.0,Communication skills,,
1049,Marketing Specialist,Customer service,40000,54000,47000.0,Customer service,,
1050,Marketing Specialist,Microsoft Office,40000,54000,47000.0,,,Microsoft Office
1051,Marketing Specialist,,40000,54000,47000.0,,,
1052,Copy Supervisor,SEO,44000,65000,54500.0,,,SEO
1053,Copy Supervisor,Digital marketing,44000,65000,54500.0,,,Digital marketing
1054,Copy Supervisor,Communication skills,44000,65000,54500.0,Communication skills,,
1055,Copy Supervisor,Marketing,44000,65000,54500.0,,,Marketing
1056,Copy Supervisor,Adobe Creative Suite,44000,65000,54500.0,,,Adobe Creative Suite
1057,Copy Supervisor,,44000,65000,54500.0,,,
1058,Media Specialist,Social media management,44000,55000,49500.0,,Social media management,
1059,Media Specialist,Google Ads,44000,55000,49500.0,,,Google Ads
1060,Media Specialist,Customer service,44000,55000,49500.0,Customer service,,
1061,Media Specialist,Budgeting,44000,55000,49500.0,,,Budgeting
1062,Media Specialist,Digital marketing,44000,55000,49500.0,,,Digital marketing
1063,Media Specialist,,44000,55000,49500.0,,,
1064,Content Specialist,Writing skills,52000,70000,61000.0,Writing skills,,
1065,Content Specialist,Social media management,52000,70000,61000.0,,Social media management,
1066,Content Specialist,Project management,52000,70000,61000.0,,Project management,
1067,Content Specialist,SEO,52000,70000,61000.0,,,SEO
1068,Content Specialist,Marketing,52000,70000,61000.0,,,Marketing
1069,Media Specialist,Google Ads,44000,60000,52000.0,,,Google Ads
1070,Media Specialist,Analysis skills,44000,60000,52000.0,,,Analysis skills
1071,Media Specialist,Keyword research,44000,60000,52000.0,,,Keyword research
1072,Media Specialist,Google Analytics,44000,60000,52000.0,,,Google Analytics
1073,Media Specialist,Google Tag Manager,44000,60000,52000.0,,Google Tag Manager,
1074,Digital Marketing Specialist,Social media management,55000,65000,60000.0,,Social media management,
1075,Digital Marketing Specialist,Digital marketing,55000,65000,60000.0,,,Digital marketing
1076,Digital Marketing Specialist,Conversion optimization,55000,65000,60000.0,,Conversion optimization,
1077,Digital Marketing Specialist,Google Analytics,55000,65000,60000.0,,,Google Analytics
1078,Digital Marketing Specialist,CRM software,55000,65000,60000.0,,,CRM software
1079,Digital Marketing Specialist,,55000,65000,60000.0,,,
1080,Communications Specialist,Writing skills,47000,61000,54000.0,Writing skills,,
1081,Communications Specialist,Social media management,47000,61000,54000.0,,Social media management,
1082,Communications Specialist,Marketing,47000,61000,54000.0,,,Marketing
1083,Communications Specialist,Editing,47000,61000,54000.0,,,Editing
1084,Communications Specialist,Google AdWords,47000,61000,54000.0,,,Google AdWords
1085,Communications Specialist,,47000,61000,54000.0,,,
1086,Communications Specialist,B2B marketing,80000,90000,85000.0,,B2B marketing,
1087,Communications Specialist,Communication skills,80000,90000,85000.0,Communication skills,,
1088,Communications Specialist,Marketing,80000,90000,85000.0,,,Marketing
1089,Communications Specialist,Editing,80000,90000,85000.0,,,Editing
1090,Communications Specialist,,80000,90000,85000.0,,,
1091,Marketing Specialist,Project management,50000,60000,55000.0,,Project management,
1092,Marketing Specialist,Microsoft Excel,50000,60000,55000.0,,,Microsoft Excel
1093,Marketing Specialist,Windows,50000,60000,55000.0,,,Windows
1094,Marketing Specialist,Microsoft Powerpoint,50000,60000,55000.0,,,Microsoft Powerpoint
1095,Marketing Specialist,Communication skills,50000,60000,55000.0,Communication skills,,
1096,Marketing Specialist,,50000,60000,55000.0,,,
1097,Marketing Specialist,Project management,50000,60000,55000.0,,Project management,
1098,Marketing Specialist,Microsoft Excel,50000,60000,55000.0,,,Microsoft Excel
1099,Marketing Specialist,Windows,50000,60000,55000.0,,,Windows
1100,Marketing Specialist,Microsoft Powerpoint,50000,60000,55000.0,,,Microsoft Powerpoint
1101,Marketing Specialist,Communication skills,50000,60000,55000.0,Communication skills,,
1102,Marketing Specialist,,50000,60000,55000.0,,,
1103,Marketing Specialist,Driver's License,25000,35000,30000.0,,,
1104,Marketing Specialist,Rally,25000,35000,30000.0,,Rally,
1105,Marketing Specialist,Guest services,25000,35000,30000.0,Guest services,,
1106,Marketing Specialist,Leadership,25000,35000,30000.0,Leadership,,
1107,Marketing Specialist,Marketing,25000,35000,30000.0,,,Marketing
1108,Content Specialist,Social media management,40000,50000,45000.0,,Social media management,
1109,Content Specialist,Adobe Premiere,40000,50000,45000.0,,,Adobe Premiere
1110,Content Specialist,Adobe Illustrator,40000,50000,45000.0,,,Adobe Illustrator
1111,Content Specialist,Digital marketing,40000,50000,45000.0,,,Digital marketing
1112,Content Specialist,Google Search Console,40000,50000,45000.0,,,Google Search Console
1113,Content Specialist,,40000,50000,45000.0,,,
1114,Digital Marketing Specialist,Social media management,40000,55000,47500.0,,Social media management,
1115,Digital Marketing Specialist,Google Ads,40000,55000,47500.0,,,Google Ads
1116,Digital Marketing Specialist,Keyword research,40000,55000,47500.0,,,Keyword research
1117,Digital Marketing Specialist,Content development,40000,55000,47500.0,,,Content development
1118,Digital Marketing Specialist,Google Analytics,40000,55000,47500.0,,,Google Analytics
1119,Digital Marketing Specialist,,40000,55000,47500.0,,,
1120,Communications Specialist,Team management,70000,80000,75000.0,,Team management,
1121,Communications Specialist,Microsoft Excel,70000,80000,75000.0,,,Microsoft Excel
1122,Communications Specialist,Microsoft Powerpoint,70000,80000,75000.0,,,Microsoft Powerpoint
1123,Communications Specialist,Financial services,70000,80000,75000.0,,Financial services,
1124,Communications Specialist,B2B marketing,70000,80000,75000.0,,B2B marketing,
1125,Communications Specialist,,70000,80000,75000.0,,,
1126,Media Specialist,Writing skills,45000,57000,51000.0,Writing skills,,
1127,Media Specialist,Social listening,45000,57000,51000.0,Social listening,,
1128,Media Specialist,Social media management,45000,57000,51000.0,,Social media management,
1129,Media Specialist,Project management,45000,57000,51000.0,,Project management,
1130,Media Specialist,Microsoft Excel,45000,57000,51000.0,,,Microsoft Excel
1131,Media Specialist,,45000,57000,51000.0,,,
1132,Marketing Specialist,UX,37000,49000,43000.0,,,UX
1133,Communications Specialist,Social media management,50532,75798,63165.0,,Social media management,
1134,Communications Specialist,Marketing,50532,75798,63165.0,,,Marketing
1135,Communications Specialist,Editing,50532,75798,63165.0,,,Editing
1136,Media Specialist,Digital marketing,28000,42000,35000.0,,,Digital marketing
1137,Media Specialist,Continuous improvement,28000,42000,35000.0,Continuous improvement,,
1138,Media Specialist,Communication skills,28000,42000,35000.0,Communication skills,,
1139,Media Specialist,Photography,28000,42000,35000.0,,,Photography
1140,Media Specialist,Organizational skills,28000,42000,35000.0,Organizational skills,,
1141,Media Specialist,,28000,42000,35000.0,,,
1142,Marketing Specialist,Adobe Premiere,34000,38000,36000.0,,,Adobe Premiere
1143,Marketing Specialist,Adobe Photoshop,34000,38000,36000.0,,,Adobe Photoshop
1144,Marketing Specialist,Communication skills,34000,38000,36000.0,Communication skills,,
1145,Marketing Specialist,Adobe Creative Suite,34000,38000,36000.0,,,Adobe Creative Suite
1146,Marketing Specialist,Social media management,34000,38000,36000.0,,Social media management,
1147,Marketing Specialist,,34000,38000,36000.0,,,
1148,Content Specialist,Manufacturing,55000,69000,62000.0,,Manufacturing,
1149,Content Specialist,Microsoft Excel,55000,69000,62000.0,,,Microsoft Excel
1150,Content Specialist,HubSpot,55000,69000,62000.0,,,HubSpot
1151,Content Specialist,Microsoft Powerpoint,55000,69000,62000.0,,,Microsoft Powerpoint
1152,Content Specialist,Content development,55000,69000,62000.0,,,Content development
1153,Content Specialist,,55000,69000,62000.0,,,
1154,Marketing Specialist,Writing skills,65000,80000,72500.0,Writing skills,,
1155,Marketing Specialist,CSS,65000,80000,72500.0,,,CSS
1156,Marketing Specialist,Google AdWords,65000,80000,72500.0,,,Google AdWords
1157,Marketing Specialist,Drupal,65000,80000,72500.0,,Drupal,
1158,Marketing Specialist,Computer skills,65000,80000,72500.0,Computer skills,,
1159,Marketing Specialist,,65000,80000,72500.0,,,
1160,Marketing Specialist,,65000,80000,72500.0,,,
1161,Communications Specialist,Microsoft Excel,74000,92000,83000.0,,,Microsoft Excel
1162,Communications Specialist,Marketing automation,74000,92000,83000.0,,,Marketing automation
1163,Communications Specialist,Microsoft Powerpoint,74000,92000,83000.0,,,Microsoft Powerpoint
1164,Communications Specialist,Editing,74000,92000,83000.0,,,Editing
1165,Communications Specialist,Microsoft Office,74000,92000,83000.0,,,Microsoft Office
1166,Communications Specialist,,74000,92000,83000.0,,,
1167,Marketing Specialist,Adobe Creative Suite,57000,72000,64500.0,,,Adobe Creative Suite
1168,Marketing Specialist,Microsoft Office,57000,72000,64500.0,,,Microsoft Office
1169,Marketing Specialist,Social media management,57000,72000,64500.0,,Social media management,
1170,Marketing Specialist,Computer skills,57000,72000,64500.0,Computer skills,,
1171,Marketing Specialist,Data collection,57000,72000,64500.0,,Data collection,
1172,Marketing Specialist,,57000,72000,64500.0,,,
1173,Marketing Specialist,,57000,72000,64500.0,,,
1174,Media Specialist,Marketing,40000,55000,47500.0,,,Marketing
1175,Media Specialist,Microsoft Excel,40000,55000,47500.0,,,Microsoft Excel
1176,Media Specialist,Microsoft Word,40000,55000,47500.0,,,Microsoft Word
1177,Marketing Specialist,Multichannel marketing,47000,67000,57000.0,,Multichannel marketing,
1178,Marketing Specialist,Marketing automation,47000,67000,57000.0,,,Marketing automation
1179,Marketing Specialist,Google Analytics,47000,67000,57000.0,,,Google Analytics
1180,Marketing Specialist,Customer segmentation,47000,67000,57000.0,,Customer segmentation,
1181,Marketing Specialist,Data analytics,47000,67000,57000.0,,,Data analytics
1182,Marketing Specialist,,47000,67000,57000.0,,,
1183,Media Specialist,Digital marketing,47000,63000,55000.0,,,Digital marketing
1184,Media Specialist,Google Analytics,47000,63000,55000.0,,,Google Analytics
1185,Media Specialist,Google Analytics Certification,47000,63000,55000.0,,Google Analytics Certification,Google Analytics Certification
1186,Media Specialist,Communication skills,47000,63000,55000.0,Communication skills,,
1187,Media Specialist,Analytics,47000,63000,55000.0,,,Analytics
1188,Media Specialist,,47000,63000,55000.0,,,
1189,Marketing Specialist,Writing skills,39000,53000,46000.0,Writing skills,,
1190,Marketing Specialist,Project management,39000,53000,46000.0,,Project management,
1191,Marketing Specialist,Analysis skills,39000,53000,46000.0,,,Analysis skills
1192,Marketing Specialist,Power BI,39000,53000,46000.0,,Power BI,
1193,Marketing Specialist,Communication skills,39000,53000,46000.0,Communication skills,,
1194,Marketing Specialist,,39000,53000,46000.0,,,
1195,Content Specialist,Writing skills,35000,54000,44500.0,Writing skills,,
1196,Content Specialist,Social media marketing,35000,54000,44500.0,,,
1197,Content Specialist,Digital marketing,35000,54000,44500.0,,,Digital marketing
1198,Content Specialist,Marketing,35000,54000,44500.0,,,Marketing
1199,PPC Specialist,Microsoft Excel,60000,75000,67500.0,,,Microsoft Excel
1200,PPC Specialist,Google AdWords,60000,75000,67500.0,,,Google AdWords
1201,PPC Specialist,Microsoft Powerpoint,60000,75000,67500.0,,,Microsoft Powerpoint
1202,PPC Specialist,Digital marketing,60000,75000,67500.0,,,Digital marketing
1203,PPC Specialist,Performance marketing,60000,75000,67500.0,,,Performance marketing
1204,PPC Specialist,,60000,75000,67500.0,,,
1205,Media Specialist,Writing skills,45000,55000,50000.0,Writing skills,,
1206,Media Specialist,Social media management,45000,55000,50000.0,,Social media management,
1207,Media Specialist,Facebook Advertising,45000,55000,50000.0,,Facebook Advertising,
1208,Media Specialist,Adobe Photoshop,45000,55000,50000.0,,,Adobe Photoshop
1209,Media Specialist,B2B marketing,45000,55000,50000.0,,B2B marketing,
1210,Media Specialist,,45000,55000,50000.0,,,
1211,Content Specialist,Writing skills,45000,55000,50000.0,Writing skills,,
1212,Content Specialist,Project management,45000,55000,50000.0,,Project management,
1213,Content Specialist,Social media marketing,45000,55000,50000.0,,,
1214,Content Specialist,WordPress,45000,55000,50000.0,,,WordPress
1215,Content Specialist,Communication skills,45000,55000,50000.0,Communication skills,,
1216,Content Specialist,,45000,55000,50000.0,,,
1217,Content Specialist,Writing skills,80000,95000,87500.0,Writing skills,,
1218,Content Specialist,Customer service,80000,95000,87500.0,Customer service,,
1219,Content Specialist,Google Docs,80000,95000,87500.0,,,Google Docs
1220,Content Specialist,SEO,80000,95000,87500.0,,,SEO
1221,Content Specialist,HubSpot,80000,95000,87500.0,,,HubSpot
1222,Advertising Specialist,Data center experience,53000,77000,65000.0,,Data center experience,
1223,Advertising Specialist,Social media management,53000,77000,65000.0,,Social media management,
1224,Advertising Specialist,Marketing,53000,77000,65000.0,,,Marketing
1225,Advertising Specialist,Salesforce,53000,77000,65000.0,,,Salesforce
1226,Advertising Specialist,Budgeting,53000,77000,65000.0,,,Budgeting
1227,Advertising Specialist,,53000,77000,65000.0,,,
1228,Copy Supervisor,Microsoft Powerpoint,78000,85000,81500.0,,,Microsoft Powerpoint
1229,Copy Supervisor,Communication skills,78000,85000,81500.0,Communication skills,,
1230,Copy Supervisor,Fundraising,78000,85000,81500.0,,Fundraising,
1231,Copy Supervisor,Writing skills,78000,85000,81500.0,Writing skills,,
1232,Copy Supervisor,Microsoft Word,78000,85000,81500.0,,,Microsoft Word
1233,Copy Supervisor,,78000,85000,81500.0,,,
1234,Digital Marketing Strategist,Microsoft Excel,80000,100000,90000.0,,,Microsoft Excel
1235,Digital Marketing Strategist,Google AdWords,80000,100000,90000.0,,,Google AdWords
1236,Digital Marketing Strategist,HubSpot,80000,100000,90000.0,,,HubSpot
1237,Digital Marketing Strategist,Communication skills,80000,100000,90000.0,Communication skills,,
1238,Digital Marketing Strategist,Editing,80000,100000,90000.0,,,Editing
1239,Digital Marketing Strategist,,80000,100000,90000.0,,,
1240,Marketing Specialist,CSS,70000,80000,75000.0,,,CSS
1241,Marketing Specialist,Marketing automation,70000,80000,75000.0,,,Marketing automation
1242,Marketing Specialist,HubSpot,70000,80000,75000.0,,,HubSpot
1243,Marketing Specialist,WordPress,70000,80000,75000.0,,,WordPress
1244,Marketing Specialist,Direct marketing,70000,80000,75000.0,,,Direct marketing
1245,Digital Marketing Specialist,Google Ads,62000,87000,74500.0,,,Google Ads
1246,Digital Marketing Specialist,CSS,62000,87000,74500.0,,,CSS
1247,Digital Marketing Specialist,SQL,62000,87000,74500.0,,,SQL
1248,Digital Marketing Specialist,Google AdWords,62000,87000,74500.0,,,Google AdWords
1249,Digital Marketing Specialist,HubSpot,62000,87000,74500.0,,,HubSpot
1250,Digital Marketing Specialist,,62000,87000,74500.0,,,
1251,Digital Marketing Specialist,,62000,87000,74500.0,,,
1252,Marketing Specialist,Google Ads,46000,64000,55000.0,,,Google Ads
1253,Marketing Specialist,Behavioral health,46000,64000,55000.0,,,
1254,Marketing Specialist,Microsoft Excel,46000,64000,55000.0,,,Microsoft Excel
1255,Marketing Specialist,Social media marketing,46000,64000,55000.0,,,
1256,Marketing Specialist,Driver's License,46000,64000,55000.0,,,
1257,Marketing Specialist,,46000,64000,55000.0,,,
1258,Communications Specialist,Project management,68000,90000,79000.0,,Project management,
1259,Communications Specialist,Customer service,68000,90000,79000.0,Customer service,,
1260,Communications Specialist,Microsoft Excel,68000,90000,79000.0,,,Microsoft Excel
1261,Communications Specialist,Addiction counseling,68000,90000,79000.0,Addiction counseling,,
