web-scraper-order,web-scraper-start-url,links,links-href,pages,pages-href,job title,skills,salary
1676423261-704,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Marketing and Media Specialist,https://www.indeed.com/company/Messe-Frankfurt/jobs/Marketing-Media-Specialist-88a445717317908e?fccid=47973dd7aba21f0e&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Marketing and Media Specialist,Adobe Creative Suite,"$40,000 - $45,000 a year"
1676423263-705,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,"Specialist, Media Strategy",https://www.indeed.com/rc/clk?jk=1ac8c8932f22b980&fccid=cceec549313ae937&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,"Specialist, Media Strategy",Pivot tables,null
1676423263-706,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,"Specialist, Media Strategy",https://www.indeed.com/rc/clk?jk=1ac8c8932f22b980&fccid=cceec549313ae937&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,"Specialist, Media Strategy",Negotiation,null
1676423266-707,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media Specialist,https://www.indeed.com/company/Basader/jobs/Social-Media-Specialist-fd154c1b66956fa9?fccid=8f641c40269fd628&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Social Media Specialist,Email marketing,From $18 an hour
1676423266-708,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media Specialist,https://www.indeed.com/company/Basader/jobs/Social-Media-Specialist-fd154c1b66956fa9?fccid=8f641c40269fd628&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Social Media Specialist,HTML5,From $18 an hour
1676423266-709,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media Specialist,https://www.indeed.com/company/Basader/jobs/Social-Media-Specialist-fd154c1b66956fa9?fccid=8f641c40269fd628&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Social Media Specialist,MailChimp,From $18 an hour
1676423268-710,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Remote SEO Specialist,https://www.indeed.com/company/Intrycks/jobs/SEO-Specialist-30208e1ce79350a9?fccid=022fd02a8faef59f&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Remote SEO Specialist,HTML5,$16 - $18 an hour
1676423268-711,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Remote SEO Specialist,https://www.indeed.com/company/Intrycks/jobs/SEO-Specialist-30208e1ce79350a9?fccid=022fd02a8faef59f&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Remote SEO Specialist,WordPress,$16 - $18 an hour
1676423268-712,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Remote SEO Specialist,https://www.indeed.com/company/Intrycks/jobs/SEO-Specialist-30208e1ce79350a9?fccid=022fd02a8faef59f&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Remote SEO Specialist,Project management software,$16 - $18 an hour
1676423271-713,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Media Specialist,https://www.indeed.com/rc/clk?jk=3f1dbfae3f12ce48&fccid=82e58e9861d48566&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Media Specialist,Analytics,null
1676423271-714,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Media Specialist,https://www.indeed.com/rc/clk?jk=3f1dbfae3f12ce48&fccid=82e58e9861d48566&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Media Specialist,Digital marketing,null
1676423271-715,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Media Specialist,https://www.indeed.com/rc/clk?jk=3f1dbfae3f12ce48&fccid=82e58e9861d48566&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Media Specialist,Budgeting,null
1676423273-716,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Digital Marketing Specialist,https://www.indeed.com/rc/clk?jk=53398134797db27b&fccid=28eb7495983082dd&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Digital Marketing Specialist,Marketing,null
1676423273-717,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Digital Marketing Specialist,https://www.indeed.com/rc/clk?jk=53398134797db27b&fccid=28eb7495983082dd&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Digital Marketing Specialist,Email marketing,null
1676423273-718,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Digital Marketing Specialist,https://www.indeed.com/rc/clk?jk=53398134797db27b&fccid=28eb7495983082dd&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Digital Marketing Specialist,Salesforce,null
1676423275-719,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Digital Content Specialist,https://www.indeed.com/company/City-of-Destiny/jobs/Digital-Content-Specialist-57ec35bf3e78ce6e?fccid=ebb0420ecc804ea9&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Digital Content Specialist,PPC Campaign Management,"$40,000 - $50,000 a year"
1676423275-720,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Digital Content Specialist,https://www.indeed.com/company/City-of-Destiny/jobs/Digital-Content-Specialist-57ec35bf3e78ce6e?fccid=ebb0420ecc804ea9&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Digital Content Specialist,SEO tools,"$40,000 - $50,000 a year"
1676423275-721,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Digital Content Specialist,https://www.indeed.com/company/City-of-Destiny/jobs/Digital-Content-Specialist-57ec35bf3e78ce6e?fccid=ebb0420ecc804ea9&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Digital Content Specialist,Digital marketing,"$40,000 - $50,000 a year"
1676423278-722,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Marketing Specialist,https://www.indeed.com/rc/clk?jk=dc85006d21ab0177&fccid=91bf8222f559f1b0&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Marketing Specialist,Adobe InDesign,null
1676423278-723,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Marketing Specialist,https://www.indeed.com/rc/clk?jk=dc85006d21ab0177&fccid=91bf8222f559f1b0&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Marketing Specialist,Adobe Photoshop,null
1676423278-724,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Marketing Specialist,https://www.indeed.com/rc/clk?jk=dc85006d21ab0177&fccid=91bf8222f559f1b0&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Marketing Specialist,Adobe Illustrator,null
1676423280-725,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Junior Digital Strategist,https://www.indeed.com/company/Matchbox-Design-Group/jobs/Junior-Digital-Strategist-dca4caec19dd7df6?fccid=4e10115162b5b943&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Junior Digital Strategist,Marketing,"$40,000 - $45,000 a year"
1676423280-726,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Junior Digital Strategist,https://www.indeed.com/company/Matchbox-Design-Group/jobs/Junior-Digital-Strategist-dca4caec19dd7df6?fccid=4e10115162b5b943&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Junior Digital Strategist,Web analytics,"$40,000 - $45,000 a year"
1676423280-727,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Junior Digital Strategist,https://www.indeed.com/company/Matchbox-Design-Group/jobs/Junior-Digital-Strategist-dca4caec19dd7df6?fccid=4e10115162b5b943&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Junior Digital Strategist,SEO tools,"$40,000 - $45,000 a year"
1676423283-728,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media Specialist,https://www.indeed.com/rc/clk?jk=deaa25d4eecb79cc&fccid=8c5e75d52bdc1416&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Social Media Specialist,Project management,null
1676423283-729,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media Specialist,https://www.indeed.com/rc/clk?jk=deaa25d4eecb79cc&fccid=8c5e75d52bdc1416&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Social Media Specialist,Content creation,null
1676423283-730,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media Specialist,https://www.indeed.com/rc/clk?jk=deaa25d4eecb79cc&fccid=8c5e75d52bdc1416&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Social Media Specialist,Social media management,null
1676423286-731,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Marketing Specialist,https://www.indeed.com/rc/clk?jk=710fef2c6f0e8941&fccid=e18d2e1f9dfb3705&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Marketing Specialist,Marketing,"$75,000 - $85,000 a year"
1676423286-732,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Marketing Specialist,https://www.indeed.com/rc/clk?jk=710fef2c6f0e8941&fccid=e18d2e1f9dfb3705&vjs=3,4,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=30,Marketing Specialist,Salesforce,"$75,000 - $85,000 a year"
1676423300-733,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Paid Media Specialist,https://www.indeed.com/rc/clk?jk=ca231b4a2dfb7e55&fccid=5cbb1c612e6acbfd&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Paid Media Specialist,B2B,null
1676423300-734,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Paid Media Specialist,https://www.indeed.com/rc/clk?jk=ca231b4a2dfb7e55&fccid=5cbb1c612e6acbfd&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Paid Media Specialist,Facebook Advertising,null
1676423300-735,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Paid Media Specialist,https://www.indeed.com/rc/clk?jk=ca231b4a2dfb7e55&fccid=5cbb1c612e6acbfd&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Paid Media Specialist,SEO,null
1676423303-736,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,SEO Analyst,https://www.indeed.com/rc/clk?jk=0d14d4f16c9ab45e&fccid=751856c0a395220a&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,SEO Analyst,HTML5,null
1676423303-737,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,SEO Analyst,https://www.indeed.com/rc/clk?jk=0d14d4f16c9ab45e&fccid=751856c0a395220a&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,SEO Analyst,Digital marketing,null
1676423303-738,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,SEO Analyst,https://www.indeed.com/rc/clk?jk=0d14d4f16c9ab45e&fccid=751856c0a395220a&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,SEO Analyst,SEO,null
1676423306-739,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Digital Marketing Specialist,https://www.indeed.com/rc/clk?jk=2d5e775b69c46717&fccid=751856c0a395220a&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Digital Marketing Specialist,Digital marketing,null
1676423306-740,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Digital Marketing Specialist,https://www.indeed.com/rc/clk?jk=2d5e775b69c46717&fccid=751856c0a395220a&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Digital Marketing Specialist,Social media management,null
1676423308-741,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media and Digital Marketing Specialist,https://www.indeed.com/company/Bill-Cramer-Chevrolet-Cadillac-Buick-GMC-Inc/jobs/Social-Media-Digital-Marketing-Specialist-1feabf16b79db8c7?fccid=40f780cecbef055d&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Social Media and Digital Marketing Specialist,Marketing,"From $45,000 a year"
1676423308-742,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media and Digital Marketing Specialist,https://www.indeed.com/company/Bill-Cramer-Chevrolet-Cadillac-Buick-GMC-Inc/jobs/Social-Media-Digital-Marketing-Specialist-1feabf16b79db8c7?fccid=40f780cecbef055d&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Social Media and Digital Marketing Specialist,Adobe After Effects,"From $45,000 a year"
1676423308-743,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media and Digital Marketing Specialist,https://www.indeed.com/company/Bill-Cramer-Chevrolet-Cadillac-Buick-GMC-Inc/jobs/Social-Media-Digital-Marketing-Specialist-1feabf16b79db8c7?fccid=40f780cecbef055d&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Social Media and Digital Marketing Specialist,Facebook Advertising,"From $45,000 a year"
1676423311-744,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Communication Specialist,https://www.indeed.com/rc/clk?jk=28252c4a137eb011&fccid=7147b947660e8aa2&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Communication Specialist,SharePoint,null
1676423311-745,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Communication Specialist,https://www.indeed.com/rc/clk?jk=28252c4a137eb011&fccid=7147b947660e8aa2&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Communication Specialist,Social media management,null
1676423314-746,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Marketing Analyst,https://www.indeed.com/rc/clk?jk=ce23a1f363460dfb&fccid=ed2a89757efa2981&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Marketing Analyst,SQL,"$100,000 - $115,000 a year"
1676423314-747,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Marketing Analyst,https://www.indeed.com/rc/clk?jk=ce23a1f363460dfb&fccid=ed2a89757efa2981&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Marketing Analyst,Research,"$100,000 - $115,000 a year"
1676423314-748,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Marketing Analyst,https://www.indeed.com/rc/clk?jk=ce23a1f363460dfb&fccid=ed2a89757efa2981&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Marketing Analyst,Tableau,"$100,000 - $115,000 a year"
1676423316-749,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Digital Media Specialist,https://www.indeed.com/rc/clk?jk=a8d83bd2d93c198b&fccid=a43d2ae70ef4928a&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Digital Media Specialist,Digital marketing,null
1676423316-750,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Digital Media Specialist,https://www.indeed.com/rc/clk?jk=a8d83bd2d93c198b&fccid=a43d2ae70ef4928a&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Digital Media Specialist,Data analytics,null
1676423316-751,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Digital Media Specialist,https://www.indeed.com/rc/clk?jk=a8d83bd2d93c198b&fccid=a43d2ae70ef4928a&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Digital Media Specialist,Social media management,null
1676423319-752,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,SEM Specialist,https://www.indeed.com/company/Salt-Media/jobs/SEM-Specialist-ef1a1d47d65060eb?fccid=959c7db684ea5e12&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,SEM Specialist,Marketing,null
1676423319-753,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,SEM Specialist,https://www.indeed.com/company/Salt-Media/jobs/SEM-Specialist-ef1a1d47d65060eb?fccid=959c7db684ea5e12&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,SEM Specialist,Facebook Advertising,null
1676423319-754,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,SEM Specialist,https://www.indeed.com/company/Salt-Media/jobs/SEM-Specialist-ef1a1d47d65060eb?fccid=959c7db684ea5e12&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,SEM Specialist,Google Search Console,null
1676423321-755,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media Specialist,https://www.indeed.com/rc/clk?jk=f35bb6a62ae3a47c&fccid=fc9b62a0d6c09206&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Social Media Specialist,Hootsuite,$15 - $20 an hour
1676423321-756,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media Specialist,https://www.indeed.com/rc/clk?jk=f35bb6a62ae3a47c&fccid=fc9b62a0d6c09206&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Social Media Specialist,Social media management,$15 - $20 an hour
1676423321-757,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Social Media Specialist,https://www.indeed.com/rc/clk?jk=f35bb6a62ae3a47c&fccid=fc9b62a0d6c09206&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Social Media Specialist,Adobe Photoshop,$15 - $20 an hour
1676423324-758,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&vjk=7625dd0350e76dc0,Inbound and Digital Marketing Specialist,https://www.indeed.com/rc/clk?jk=86f3c13c57b3dd67&fccid=e300e0385ec0d6b7&vjs=3,3,https://www.indeed.com/jobs?q=digital+media+specialist&sc=0kf%3Aexplvl%28ENTRY_LEVEL%29%3B&fromage=14&start=20,Inbound and Digital Marketing Specialist,HTML5,null
