job title,salary,Min Salary,Max Salary,skills
ERP Analyst,"$65,000 - $75,000 a year",65000 , 75000,"['Manufacturing', 'Windows', 'ERP systems', 'Microsoft Windows Server', 'Logistics', 'Bachelor of Science', ""Bachelor's degree""]"
Financial Analyst,"$65,000 - $75,000 a year",65000 , 75000,"['Analysis skills', 'Microsoft Excel', 'Business analysis', 'Math', 'Budgeting', ""Bachelor's degree""]"
IT Business Analyst,"$65,000 - $90,000 a year",65000 , 90000,"['SQL', 'Microsoft Excel', 'Microsoft Powerpoint', 'Microsoft Project', 'Software troubleshooting', ""Bachelor's degree""]"
Business Analyst,"$66,000 - $86,000 a year",66000 , 86000,"['Workday', 'Business analysis', 'IT', ""Bachelor's degree""]"
Business Analyst,"$66,000 - $86,000 a year",66000 , 86000,"['Human resources', 'Payroll', 'Workday', 'Business analysis', 'IT', ""Bachelor's degree""]"
Business Analyst,"$66,000 - $86,000 a year",66000 , 86000,"['Workday', 'Business analysis', ""Bachelor's degree""]"
Business Analyst,"$66,000 - $86,000 a year",66000 , 86000,"['Human resources', 'Payroll', 'Workday', 'Business analysis', 'IT', ""Bachelor's degree""]"
"FROSCH/TCG - Sr Consultant, Procurement & Spend Optimization (FULLY REMOTE)","$67,050 - $104,500 a year",67050 , 104500,"['Project management', 'Product demos', 'Customer service', 'Microsoft Excel', 'Business analysis', ""Bachelor's degree""]"
Business Systems Analyst,"$67,132 - $83,915 a year",67132 , 83915,"['Microsoft Access', 'SQL', 'Microsoft Excel', 'ERP systems', 'Budgeting', ""Bachelor's degree""]"
Business Systems Analyst,"$67,348 - $91,839 a year",67348 , 91839,"['Microsoft Access', 'EDI', 'Microsoft Excel', 'ERP systems', 'Time management', ""Bachelor's degree"", 'High school diploma or GED']"
Business Systems Analyst,"$69,118 - $110,589 a year",69118 , 110589,"['Oracle EBS', 'Computer literacy', 'Oracle']"
Business Systems Analyst,"$69,118 a year",69118,0,"['Oracle EBS', 'Computer literacy', 'Oracle', ""Bachelor's degree"", ""Master's degree""]"
Oracle Fusion Cloud Implementation,$70 - $90 an hour,70 , 90,"['Confluence', 'Oracle HCM', 'Jira', 'Recruiting', 'ERP systems', ""Bachelor's degree""]"
Business Excellence Analyst,"$70,000 - $110,000 a year",70000 , 110000,"['Accounting', 'Manufacturing', 'SAP', 'ERP systems', 'Analysis skills', ""Bachelor's degree""]"
Operations Analyst,"$70,000 - $75,000 a year",70000 , 75000,"['Word processing', 'Relational databases', 'Manufacturing', 'Windows', 'Software troubleshooting', ""Bachelor's degree"", 'Word processing', 'ITIL', 'EDI', 'Operating systems', 'Relational databases', ""Bachelor's degree""]"
Business Planning Analyst,"$70,000 - $80,000 a year",70000 , 80000,"['Microsoft Excel', 'ERP systems', 'Communication skills', 'Microsoft Office', 'Business analysis', ""Bachelor's degree""]"
Jr. Supply Chain Analyst,"$70,000 - $80,000 a year",70000 , 80000,[nan]
Business Analyst,"$70,000 - $80,000 a year",70000 , 80000,"['Power BI', 'Relational databases', 'SQL', 'Microsoft Excel', 'Digital marketing', ""Bachelor's degree""]"
Data Analyst,"$70,000 - $85,000 a year",70000 , 85000,"['Analysis skills', 'Manufacturing', 'Microsoft Excel', 'SAP', 'ERP systems', ""Bachelor's degree""]"
Operations Analyst,"$70,000 - $85,000 a year",70000 , 85000,"['SQL', 'Microsoft Excel', 'Communication skills', 'Kaizen', 'Python', ""Master's degree""]"
